technology	tissue	sex	timepoint	experiment_accession	library_accession	file_accession
Parse	C2C12	Female	0hr	ENCSR503QZJ	ENCLB129LMS	ENCFF907ZKD
Parse	C2C12	Female	0hr	ENCSR452OYH	ENCLB294FBZ	ENCFF710WSJ
Parse	C2C12	Female	72hr	ENCSR109DAN	ENCLB527JDU	ENCFF300GVY
Parse	C2C12	Female	0hr	ENCSR388EIN	ENCLB952MZJ	ENCFF006DTQ
Parse	C2C12	Female	0hr	ENCSR877NAX	ENCLB514RKT	ENCFF239OJE
Parse	C2C12	Female	72hr	ENCSR572SMD	ENCLB273ZWE	ENCFF546AYZ
