gene_name	Evidence	Type	GO_term_ID	GO_term
Foxe1	ISO	TF	0140110	transcription regulator activity
Foxe1	IBA	TF	0140110	transcription regulator activity
Foxe3	ISO	TF	0140110	transcription regulator activity
Foxe3	ISS	TF	0140110	transcription regulator activity
Foxe3	IBA	TF	0140110	transcription regulator activity
Foxf1	ISO	TF	0140110	transcription regulator activity
Foxf1	IEA	TF	0140110	transcription regulator activity
Foxf1	IBA	TF	0140110	transcription regulator activity
Foxf2	ISO	TF	0140110	transcription regulator activity
Foxf2	IDA	TF	0140110	transcription regulator activity
Foxf2	IBA	TF	0140110	transcription regulator activity
Foxg1	IEA	TF	0140110	transcription regulator activity
Foxh1	IBA	TF	0140110	transcription regulator activity
Foxh1	IDA	TF	0140110	transcription regulator activity
Foxh1	IMP	TF	0140110	transcription regulator activity
Foxh1	ISO	TF	0140110	transcription regulator activity
Foxi1	IDA	TF	0140110	transcription regulator activity
Foxi1	ISO	TF	0140110	transcription regulator activity
Foxi1	IBA	TF	0140110	transcription regulator activity
Foxi2	IEA	TF	0140110	transcription regulator activity
Foxi2	IBA	TF	0140110	transcription regulator activity
Foxi3	IBA	TF	0140110	transcription regulator activity
Foxj1	IDA	TF	0140110	transcription regulator activity
Foxj1	IEA	TF	0140110	transcription regulator activity
Foxj1	IBA	TF	0140110	transcription regulator activity
Foxj2	ISO	TF	0140110	transcription regulator activity
Foxj2	IEA	TF	0140110	transcription regulator activity
Foxj2	IBA	TF	0140110	transcription regulator activity
Foxj3	ISO	TF	0140110	transcription regulator activity
Foxj3	IEA	TF	0140110	transcription regulator activity
Foxj3	IBA	TF	0140110	transcription regulator activity
Foxk1	ISO	TF	0140110	transcription regulator activity
Foxk1	IBA	TF	0140110	transcription regulator activity
Foxk1	IDA	TF	0140110	transcription regulator activity
Foxk2	ISO	TF	0140110	transcription regulator activity
Foxk2	IDA	TF	0140110	transcription regulator activity
Foxk2	IBA	TF	0140110	transcription regulator activity
Foxl1	IDA	TF	0140110	transcription regulator activity
Foxl1	TAS	TF	0140110	transcription regulator activity
Foxl1	IBA	TF	0140110	transcription regulator activity
Foxl2	IDA	TF	0140110	transcription regulator activity
Foxl2	TAS	TF	0140110	transcription regulator activity
Foxl2	IBA	TF	0140110	transcription regulator activity
Foxl3	IBA	TF	0140110	transcription regulator activity
Foxm1	IBA	TF	0140110	transcription regulator activity
Foxm1	ISO	TF	0140110	transcription regulator activity
Foxm1	ISS	TF	0140110	transcription regulator activity
Foxn1	IDA	TF	0140110	transcription regulator activity
Foxn1	IMP	TF	0140110	transcription regulator activity
Foxn1	IEA	TF	0140110	transcription regulator activity
Foxn1	IBA	TF	0140110	transcription regulator activity
Foxn2	IBA	TF	0140110	transcription regulator activity
Foxn3	IBA	TF	0140110	transcription regulator activity
Foxn4	IBA	TF	0140110	transcription regulator activity
Foxn4	IDA	TF	0140110	transcription regulator activity
Foxo1	IDA	TF	0140110	transcription regulator activity
Foxo1	ISO	TF	0140110	transcription regulator activity
Foxo1	IBA	TF	0140110	transcription regulator activity
Foxo1	IGI	TF	0140110	transcription regulator activity
Foxo3	IDA	TF	0140110	transcription regulator activity
Foxo3	ISO	TF	0140110	transcription regulator activity
Foxo3	IBA	TF	0140110	transcription regulator activity
Foxo3	IGI	TF	0140110	transcription regulator activity
Foxo3	IMP	TF	0140110	transcription regulator activity
Foxo4	ISO	TF	0140110	transcription regulator activity
Foxo4	IBA	TF	0140110	transcription regulator activity
Foxo6	IEA	TF	0140110	transcription regulator activity
Foxo6	IBA	TF	0140110	transcription regulator activity
Foxo6	IDA	TF	0140110	transcription regulator activity
Foxp1	IDA	TF	0140110	transcription regulator activity
Foxp1	TAS	TF	0140110	transcription regulator activity
Foxp1	IBA	TF	0140110	transcription regulator activity
Foxp1	IGI	TF	0140110	transcription regulator activity
Foxp2	IDA	TF	0140110	transcription regulator activity
Foxp2	ISO	TF	0140110	transcription regulator activity
Foxp2	IBA	TF	0140110	transcription regulator activity
Foxp2	IMP	TF	0140110	transcription regulator activity
Foxp3	IDA	TF	0140110	transcription regulator activity
Foxp3	ISO	TF	0140110	transcription regulator activity
Foxp3	IBA	TF	0140110	transcription regulator activity
Foxp4	IEA	TF	0140110	transcription regulator activity
Foxp4	IBA	TF	0140110	transcription regulator activity
Foxp4	IDA	TF	0140110	transcription regulator activity
Foxp4	IMP	TF	0140110	transcription regulator activity
Foxq1	IEA	TF	0140110	transcription regulator activity
Foxq1	IBA	TF	0140110	transcription regulator activity
Foxq1	IDA	TF	0140110	transcription regulator activity
Foxr1	ISO	TF	0140110	transcription regulator activity
Foxr1	IEA	TF	0140110	transcription regulator activity
Foxr2	IEA	TF	0140110	transcription regulator activity
Foxs1	IEA	TF	0140110	transcription regulator activity
Foxs1	IBA	TF	0140110	transcription regulator activity
Foxs1	IDA	TF	0140110	transcription regulator activity
Fus	ISO	TF	0140110	transcription regulator activity
Fus	IBA	TF	0140110	transcription regulator activity
Gabpa	ISO	TF	0140110	transcription regulator activity
Gabpa	IEA	TF	0140110	transcription regulator activity
Gabpa	IBA	TF	0140110	transcription regulator activity
Gata1	IDA	TF	0140110	transcription regulator activity
Gata1	ISO	TF	0140110	transcription regulator activity
Gata1	IBA	TF	0140110	transcription regulator activity
Gata2	IDA	TF	0140110	transcription regulator activity
Gata2	ISO	TF	0140110	transcription regulator activity
Gata2	IBA	TF	0140110	transcription regulator activity
Gata3	IDA	TF	0140110	transcription regulator activity
Gata3	ISO	TF	0140110	transcription regulator activity
Gata3	IBA	TF	0140110	transcription regulator activity
Gata4	ISO	TF	0140110	transcription regulator activity
Gata4	IDA	TF	0140110	transcription regulator activity
Gata4	IBA	TF	0140110	transcription regulator activity
Gata5	ISO	TF	0140110	transcription regulator activity
Gata5	IBA	TF	0140110	transcription regulator activity
Gata5	IDA	TF	0140110	transcription regulator activity
Gata6	IDA	TF	0140110	transcription regulator activity
Gata6	ISO	TF	0140110	transcription regulator activity
Gata6	IBA	TF	0140110	transcription regulator activity
Gbx1	IBA	TF	0140110	transcription regulator activity
Gbx2	IDA	TF	0140110	transcription regulator activity
Gbx2	IBA	TF	0140110	transcription regulator activity
Gcm1	ISO	TF	0140110	transcription regulator activity
Gcm1	TAS	TF	0140110	transcription regulator activity
Gcm1	IBA	TF	0140110	transcription regulator activity
Gcm2	IEA	TF	0140110	transcription regulator activity
Gcm2	TAS	TF	0140110	transcription regulator activity
Gcm2	IBA	TF	0140110	transcription regulator activity
Gcm2	ISO	TF	0140110	transcription regulator activity
Gfi1	IBA	TF	0140110	transcription regulator activity
Gfi1	ISO	TF	0140110	transcription regulator activity
Gfi1b	IBA	TF	0140110	transcription regulator activity
Gli1	IBA	TF	0140110	transcription regulator activity
Gli1	IDA	TF	0140110	transcription regulator activity
Gli2	IDA	TF	0140110	transcription regulator activity
Gli2	ISO	TF	0140110	transcription regulator activity
Gli2	IBA	TF	0140110	transcription regulator activity
Gli3	IDA	TF	0140110	transcription regulator activity
Gli3	ISO	TF	0140110	transcription regulator activity
Gli3	IBA	TF	0140110	transcription regulator activity
Glis1	IDA	TF	0140110	transcription regulator activity
Glis1	IBA	TF	0140110	transcription regulator activity
Glis2	IDA	TF	0140110	transcription regulator activity
Glis2	ISS	TF	0140110	transcription regulator activity
Glis2	IBA	TF	0140110	transcription regulator activity
Glis3	IDA	TF	0140110	transcription regulator activity
Glis3	IBA	TF	0140110	transcription regulator activity
Glis3	IMP	TF	0140110	transcription regulator activity
Gm2381	IBA	TF	0140110	transcription regulator activity
Gm3604	IBA	TF	0140110	transcription regulator activity
Gm3854	IBA	TF	0140110	transcription regulator activity
Gm4767	IBA	TF	0140110	transcription regulator activity
Gm4924	IBA	TF	0140110	transcription regulator activity
Gm4981	IBA	TF	0140110	transcription regulator activity
Gm5141	IBA	TF	0140110	transcription regulator activity
Gm6871	IBA	TF	0140110	transcription regulator activity
Gm7072	IBA	TF	0140110	transcription regulator activity
Gm7145	IBA	TF	0140110	transcription regulator activity
Gm9040	IBA	TF	0140110	transcription regulator activity
Gm9046	IBA	TF	0140110	transcription regulator activity
Gm9048	IBA	TF	0140110	transcription regulator activity
Gm9049	IBA	TF	0140110	transcription regulator activity
Gm9376	IBA	TF	0140110	transcription regulator activity
Gm10139	IBA	TF	0140110	transcription regulator activity
Gm10226	IBA	TF	0140110	transcription regulator activity
Gm10770	IBA	TF	0140110	transcription regulator activity
Gm10772	IBA	TF	0140110	transcription regulator activity
Gm11009	IBA	TF	0140110	transcription regulator activity
Gm12258	IBA	TF	0140110	transcription regulator activity
Gm12845	IBA	TF	0140110	transcription regulator activity
Gm14124	IBA	TF	0140110	transcription regulator activity
Gm14139	IBA	TF	0140110	transcription regulator activity
Gm14295	IBA	TF	0140110	transcription regulator activity
Gm14322	IBA	TF	0140110	transcription regulator activity
Gm14325	IBA	TF	0140110	transcription regulator activity
Gm14391	IBA	TF	0140110	transcription regulator activity
Gm14399	IBA	TF	0140110	transcription regulator activity
Gm14401	IBA	TF	0140110	transcription regulator activity
Gm14403	IBA	TF	0140110	transcription regulator activity
Gm14408	IBA	TF	0140110	transcription regulator activity
Gm14409	IBA	TF	0140110	transcription regulator activity
Gm14412	IBA	TF	0140110	transcription regulator activity
Gm14418	IBA	TF	0140110	transcription regulator activity
Gm14434	IBA	TF	0140110	transcription regulator activity
Gm14443	IBA	TF	0140110	transcription regulator activity
Gm14444	IBA	TF	0140110	transcription regulator activity
Gm15446	IBA	TF	0140110	transcription regulator activity
Gm17067	IBA	TF	0140110	transcription regulator activity
Gm17655	IBA	TF	0140110	transcription regulator activity
Gm19965	IBA	TF	0140110	transcription regulator activity
Gm20422	IBA	TF	0140110	transcription regulator activity
Gm20517	IBA	TF	0140110	transcription regulator activity
Gm21060	IBA	TF	0140110	transcription regulator activity
Gm21994	IBA	TF	0140110	transcription regulator activity
Gm28047	IBA	TF	0140110	transcription regulator activity
Gm28168	IBA	TF	0140110	transcription regulator activity
Gm28230	IBA	TF	0140110	transcription regulator activity
Gm28360	IBA	TF	0140110	transcription regulator activity
Gm28363	IBA	TF	0140110	transcription regulator activity
Gm28557	IBA	TF	0140110	transcription regulator activity
Gm29106	IBA	TF	0140110	transcription regulator activity
Gm32687	IBA	TF	0140110	transcription regulator activity
Gm32717	IBA	TF	0140110	transcription regulator activity
Gm35315	IBA	TF	0140110	transcription regulator activity
Gm45871	IBA	TF	0140110	transcription regulator activity
Gm49359	IBA	TF	0140110	transcription regulator activity
Gmeb1	IDA	TF	0140110	transcription regulator activity
Gmeb2	IEA	TF	0140110	transcription regulator activity
Gmnn	IDA	TF	0140110	transcription regulator activity
Gon4l	IBA	TF	0140110	transcription regulator activity
Gon4l	IDA	TF	0140110	transcription regulator activity
Gpbp1	IDA	TF	0140110	transcription regulator activity
Gps2	IDA	TF	0140110	transcription regulator activity
Gps2	ISO	TF	0140110	transcription regulator activity
Gps2	IBA	TF	0140110	transcription regulator activity
Grhl1	IBA	TF	0140110	transcription regulator activity
Grhl1	ISO	TF	0140110	transcription regulator activity
Grhl1	ISA	TF	0140110	transcription regulator activity
Grhl2	IBA	TF	0140110	transcription regulator activity
Grhl2	ISO	TF	0140110	transcription regulator activity
Grhl2	IDA	TF	0140110	transcription regulator activity
Grhl2	ISA	TF	0140110	transcription regulator activity
Grhl3	IBA	TF	0140110	transcription regulator activity
Grhl3	ISO	TF	0140110	transcription regulator activity
Grhl3	IDA	TF	0140110	transcription regulator activity
Gsc	IBA	TF	0140110	transcription regulator activity
Gsc	IDA	TF	0140110	transcription regulator activity
Gsc2	ISO	TF	0140110	transcription regulator activity
Gsc2	IBA	TF	0140110	transcription regulator activity
Gsx1	IDA	TF	0140110	transcription regulator activity
Gsx1	IMP	TF	0140110	transcription regulator activity
Gsx1	IBA	TF	0140110	transcription regulator activity
Gsx2	IEA	TF	0140110	transcription regulator activity
Gsx2	IBA	TF	0140110	transcription regulator activity
Gsx2	ISO	TF	0140110	transcription regulator activity
Gtf2i	ISO	TF	0140110	transcription regulator activity
Gtf2i	IBA	TF	0140110	transcription regulator activity
Gtf2ird1	IBA	TF	0140110	transcription regulator activity
Gtf2ird1	IDA	TF	0140110	transcription regulator activity
Gtf2ird1	ISO	TF	0140110	transcription regulator activity
Gzf1	IBA	TF	0140110	transcription regulator activity
Gzf1	ISO	TF	0140110	transcription regulator activity
Hand1	IDA	TF	0140110	transcription regulator activity
Hand1	IBA	TF	0140110	transcription regulator activity
Hand1	ISO	TF	0140110	transcription regulator activity
Hand2	IDA	TF	0140110	transcription regulator activity
Hand2	ISO	TF	0140110	transcription regulator activity
Hand2	TAS	TF	0140110	transcription regulator activity
Hand2	IBA	TF	0140110	transcription regulator activity
Hbp1	IBA	TF	0140110	transcription regulator activity
Hbp1	ISO	TF	0140110	transcription regulator activity
Hcfc1	IBA	TF	0140110	transcription regulator activity
Hcfc1	ISO	TF	0140110	transcription regulator activity
Hcfc1	TAS	TF	0140110	transcription regulator activity
Hcfc2	IBA	TF	0140110	transcription regulator activity
Hdac1	IDA	TF	0140110	transcription regulator activity
Hdac1	ISO	TF	0140110	transcription regulator activity
Hdac3	ISO	TF	0140110	transcription regulator activity
Hdac4	IGI	TF	0140110	transcription regulator activity
Hdac5	IMP	TF	0140110	transcription regulator activity
Hdac5	IDA	TF	0140110	transcription regulator activity
Hdac5	IGI	TF	0140110	transcription regulator activity
Hdac7	IDA	TF	0140110	transcription regulator activity
Hdac9	IBA	TF	0140110	transcription regulator activity
Hdac9	IDA	TF	0140110	transcription regulator activity
Hdgf	ISO	TF	0140110	transcription regulator activity
Hdgf	IBA	TF	0140110	transcription regulator activity
Hdgfl1	IBA	TF	0140110	transcription regulator activity
Hdgfl2	IBA	TF	0140110	transcription regulator activity
Hdgfl3	IBA	TF	0140110	transcription regulator activity
Hdx	IBA	TF	0140110	transcription regulator activity
Helt	IDA	TF	0140110	transcription regulator activity
Helt	IBA	TF	0140110	transcription regulator activity
Helz2	ISO	TF	0140110	transcription regulator activity
Hes1	IBA	TF	0140110	transcription regulator activity
Hes1	IDA	TF	0140110	transcription regulator activity
Hes2	IBA	TF	0140110	transcription regulator activity
Hes2	ISO	TF	0140110	transcription regulator activity
Hes3	IBA	TF	0140110	transcription regulator activity
Hes3	IDA	TF	0140110	transcription regulator activity
Hes3	IMP	TF	0140110	transcription regulator activity
Hes5	IBA	TF	0140110	transcription regulator activity
Hes5	IDA	TF	0140110	transcription regulator activity
Hes6	IDA	TF	0140110	transcription regulator activity
Hes6	IBA	TF	0140110	transcription regulator activity
Hes7	IBA	TF	0140110	transcription regulator activity
Hesx1	IEA	TF	0140110	transcription regulator activity
Hesx1	IBA	TF	0140110	transcription regulator activity
Hesx1	IDA	TF	0140110	transcription regulator activity
Hesx1	ISO	TF	0140110	transcription regulator activity
Hey1	ISO	TF	0140110	transcription regulator activity
Hey1	ISS	TF	0140110	transcription regulator activity
Hey1	IBA	TF	0140110	transcription regulator activity
Hey1	IDA	TF	0140110	transcription regulator activity
Hey2	IDA	TF	0140110	transcription regulator activity
Hey2	ISO	TF	0140110	transcription regulator activity
Hey2	ISS	TF	0140110	transcription regulator activity
Hey2	IBA	TF	0140110	transcription regulator activity
Heyl	IDA	TF	0140110	transcription regulator activity
Heyl	ISO	TF	0140110	transcription regulator activity
Heyl	ISS	TF	0140110	transcription regulator activity
Heyl	IBA	TF	0140110	transcription regulator activity
Hhex	ISO	TF	0140110	transcription regulator activity
Hhex	IDA	TF	0140110	transcription regulator activity
Hhex	IEA	TF	0140110	transcription regulator activity
Hic1	ISO	TF	0140110	transcription regulator activity
Hic1	IBA	TF	0140110	transcription regulator activity
Hic2	IBA	TF	0140110	transcription regulator activity
Hif1a	ISO	TF	0140110	transcription regulator activity
Hif1a	IDA	TF	0140110	transcription regulator activity
Hif1a	IMP	TF	0140110	transcription regulator activity
Hif1a	IBA	TF	0140110	transcription regulator activity
Hif3a	IPI	TF	0140110	transcription regulator activity
Hif3a	ISO	TF	0140110	transcription regulator activity
Hif3a	IBA	TF	0140110	transcription regulator activity
Hinfp	ISO	TF	0140110	transcription regulator activity
Hinfp	IMP	TF	0140110	transcription regulator activity
Hinfp	IBA	TF	0140110	transcription regulator activity
Hinfp	IDA	TF	0140110	transcription regulator activity
Hipk1	ISS	TF	0140110	transcription regulator activity
Hipk2	IBA	TF	0140110	transcription regulator activity
Hipk2	IMP	TF	0140110	transcription regulator activity
Hipk2	IDA	TF	0140110	transcription regulator activity
Hipk2	ISO	TF	0140110	transcription regulator activity
Hipk3	ISS	TF	0140110	transcription regulator activity
Hivep1	IBA	TF	0140110	transcription regulator activity
Hivep1	IDA	TF	0140110	transcription regulator activity
Hivep2	ISO	TF	0140110	transcription regulator activity
Hivep2	TAS	TF	0140110	transcription regulator activity
Hivep2	IBA	TF	0140110	transcription regulator activity
Hivep3	IBA	TF	0140110	transcription regulator activity
Hlf	ISO	TF	0140110	transcription regulator activity
Hlf	IEA	TF	0140110	transcription regulator activity
Hlf	IBA	TF	0140110	transcription regulator activity
Hlx	IEA	TF	0140110	transcription regulator activity
Hmga1	IDA	TF	0140110	transcription regulator activity
Hmga1	ISO	TF	0140110	transcription regulator activity
Hmga1	IBA	TF	0140110	transcription regulator activity
Hmga1b	ISO	TF	0140110	transcription regulator activity
Hmga2	IDA	TF	0140110	transcription regulator activity
Hmga2	IBA	TF	0140110	transcription regulator activity
Hmga2	ISO	TF	0140110	transcription regulator activity
Hmgb1	ISO	TF	0140110	transcription regulator activity
Hmgb2	ISO	TF	0140110	transcription regulator activity
Hmx1	IBA	TF	0140110	transcription regulator activity
Hmx1	IMP	TF	0140110	transcription regulator activity
Hmx2	IBA	TF	0140110	transcription regulator activity
Hmx3	IBA	TF	0140110	transcription regulator activity
Hnf1a	ISO	TF	0140110	transcription regulator activity
Hnf1a	IDA	TF	0140110	transcription regulator activity
Hnf1a	IMP	TF	0140110	transcription regulator activity
Hnf1a	IBA	TF	0140110	transcription regulator activity
Hnf1b	IDA	TF	0140110	transcription regulator activity
Hnf1b	ISO	TF	0140110	transcription regulator activity
Hnf1b	IBA	TF	0140110	transcription regulator activity
Hnf4a	IDA	TF	0140110	transcription regulator activity
Hnf4a	ISO	TF	0140110	transcription regulator activity
Hnf4a	IBA	TF	0140110	transcription regulator activity
Hnf4g	ISO	TF	0140110	transcription regulator activity
Hnf4g	IEA	TF	0140110	transcription regulator activity
Hnf4g	IBA	TF	0140110	transcription regulator activity
Hnrnpu	IBA	TF	0140110	transcription regulator activity
Hnrnpu	ISO	TF	0140110	transcription regulator activity
Homez	IBA	TF	0140110	transcription regulator activity
Hoxa1	ISO	TF	0140110	transcription regulator activity
Hoxa1	IEA	TF	0140110	transcription regulator activity
Hoxa1	IBA	TF	0140110	transcription regulator activity
Hoxa2	IEA	TF	0140110	transcription regulator activity
Hoxa2	IBA	TF	0140110	transcription regulator activity
Hoxa2	IDA	TF	0140110	transcription regulator activity
Hoxa3	IDA	TF	0140110	transcription regulator activity
Hoxa3	IBA	TF	0140110	transcription regulator activity
Hoxa4	IEA	TF	0140110	transcription regulator activity
Hoxa4	IBA	TF	0140110	transcription regulator activity
Hoxa5	ISO	TF	0140110	transcription regulator activity
Hoxa5	IBA	TF	0140110	transcription regulator activity
Hoxa6	IEA	TF	0140110	transcription regulator activity
Hoxa6	IBA	TF	0140110	transcription regulator activity
Hoxa7	ISO	TF	0140110	transcription regulator activity
Hoxa7	IDA	TF	0140110	transcription regulator activity
Hoxa7	IBA	TF	0140110	transcription regulator activity
Hoxa9	IDA	TF	0140110	transcription regulator activity
Hoxa9	IBA	TF	0140110	transcription regulator activity
Hoxa9	IEA	TF	0140110	transcription regulator activity
Hoxa10	ISO	TF	0140110	transcription regulator activity
Hoxa10	IBA	TF	0140110	transcription regulator activity
Hoxa11	IBA	TF	0140110	transcription regulator activity
Hoxa13	IDA	TF	0140110	transcription regulator activity
Hoxa13	IBA	TF	0140110	transcription regulator activity
Hoxb1	ISO	TF	0140110	transcription regulator activity
Hoxb1	IEA	TF	0140110	transcription regulator activity
Hoxb1	IBA	TF	0140110	transcription regulator activity
Hoxb2	ISO	TF	0140110	transcription regulator activity
Hoxb2	IEA	TF	0140110	transcription regulator activity
Hoxb2	IBA	TF	0140110	transcription regulator activity
Hoxb3	ISO	TF	0140110	transcription regulator activity
Hoxb3	IEA	TF	0140110	transcription regulator activity
Hoxb3	IBA	TF	0140110	transcription regulator activity
Hoxb4	IEA	TF	0140110	transcription regulator activity
Hoxb4	IBA	TF	0140110	transcription regulator activity
Hoxb5	IDA	TF	0140110	transcription regulator activity
Hoxb5	IBA	TF	0140110	transcription regulator activity
Hoxb6	IEA	TF	0140110	transcription regulator activity
Hoxb6	IBA	TF	0140110	transcription regulator activity
Hoxb7	ISO	TF	0140110	transcription regulator activity
Hoxb7	IEA	TF	0140110	transcription regulator activity
Hoxb7	IBA	TF	0140110	transcription regulator activity
Hoxb8	IEA	TF	0140110	transcription regulator activity
Hoxb8	IBA	TF	0140110	transcription regulator activity
Hoxb8	IDA	TF	0140110	transcription regulator activity
Hoxb9	IBA	TF	0140110	transcription regulator activity
Hoxb9	IEA	TF	0140110	transcription regulator activity
Hoxb13	IBA	TF	0140110	transcription regulator activity
Hoxb13	ISO	TF	0140110	transcription regulator activity
Hoxc4	ISO	TF	0140110	transcription regulator activity
Hoxc4	IEA	TF	0140110	transcription regulator activity
Hoxc4	IBA	TF	0140110	transcription regulator activity
Hoxc5	IEA	TF	0140110	transcription regulator activity
Hoxc5	IBA	TF	0140110	transcription regulator activity
Hoxc6	IEA	TF	0140110	transcription regulator activity
Hoxc6	IBA	TF	0140110	transcription regulator activity
Hoxc8	IEA	TF	0140110	transcription regulator activity
Hoxc8	IBA	TF	0140110	transcription regulator activity
Hoxc9	IBA	TF	0140110	transcription regulator activity
Hoxc9	IEA	TF	0140110	transcription regulator activity
Hoxc10	ISO	TF	0140110	transcription regulator activity
Hoxc10	IBA	TF	0140110	transcription regulator activity
Hoxc11	ISO	TF	0140110	transcription regulator activity
Hoxc11	IBA	TF	0140110	transcription regulator activity
Hoxc12	IEA	TF	0140110	transcription regulator activity
Hoxc13	IDA	TF	0140110	transcription regulator activity
Hoxc13	ISO	TF	0140110	transcription regulator activity
Hoxc13	IBA	TF	0140110	transcription regulator activity
Hoxd1	IEA	TF	0140110	transcription regulator activity
Hoxd1	IBA	TF	0140110	transcription regulator activity
Hoxd3	ISO	TF	0140110	transcription regulator activity
Hoxd3	IEA	TF	0140110	transcription regulator activity
Hoxd3	IBA	TF	0140110	transcription regulator activity
Hoxd4	ISO	TF	0140110	transcription regulator activity
Hoxd4	IEA	TF	0140110	transcription regulator activity
Hoxd4	IBA	TF	0140110	transcription regulator activity
Hoxd8	ISO	TF	0140110	transcription regulator activity
Hoxd8	IEA	TF	0140110	transcription regulator activity
Hoxd8	IBA	TF	0140110	transcription regulator activity
Hoxd9	IBA	TF	0140110	transcription regulator activity
Hoxd9	IDA	TF	0140110	transcription regulator activity
Hoxd9	IEA	TF	0140110	transcription regulator activity
Hoxd9	ISO	TF	0140110	transcription regulator activity
Hoxd10	IDA	TF	0140110	transcription regulator activity
Hoxd10	IBA	TF	0140110	transcription regulator activity
Hoxd11	IBA	TF	0140110	transcription regulator activity
Hoxd12	IEA	TF	0140110	transcription regulator activity
Hoxd13	IDA	TF	0140110	transcription regulator activity
Hoxd13	ISO	TF	0140110	transcription regulator activity
Hoxd13	IBA	TF	0140110	transcription regulator activity
Hr	IBA	TF	0140110	transcription regulator activity
Hr	IDA	TF	0140110	transcription regulator activity
Hr	ISO	TF	0140110	transcription regulator activity
Hsbp1	IEA	TF	0140110	transcription regulator activity
Hsbp1l1	IEA	TF	0140110	transcription regulator activity
Hsf1	ISO	TF	0140110	transcription regulator activity
Hsf1	IBA	TF	0140110	transcription regulator activity
Hsf2	ISO	TF	0140110	transcription regulator activity
Hsf2	IBA	TF	0140110	transcription regulator activity
Hsf3	IBA	TF	0140110	transcription regulator activity
Hsf4	IDA	TF	0140110	transcription regulator activity
Hsf4	IMP	TF	0140110	transcription regulator activity
Hsf4	IBA	TF	0140110	transcription regulator activity
Hsf4	ISO	TF	0140110	transcription regulator activity
Hsf5	IBA	TF	0140110	transcription regulator activity
Hsfy2	IBA	TF	0140110	transcription regulator activity
Hspa1a	ISO	TF	0140110	transcription regulator activity
Hyal2	IDA	TF	0140110	transcription regulator activity
Id1	IBA	TF	0140110	transcription regulator activity
Id2	IBA	TF	0140110	transcription regulator activity
Id3	IBA	TF	0140110	transcription regulator activity
Id4	IBA	TF	0140110	transcription regulator activity
Ifi204	IGI	TF	0140110	transcription regulator activity
Ikzf1	IBA	TF	0140110	transcription regulator activity
Ikzf1	IDA	TF	0140110	transcription regulator activity
Ikzf1	IMP	TF	0140110	transcription regulator activity
Ikzf2	IBA	TF	0140110	transcription regulator activity
Ikzf3	IDA	TF	0140110	transcription regulator activity
Ikzf3	IMP	TF	0140110	transcription regulator activity
Ikzf3	ISO	TF	0140110	transcription regulator activity
Ikzf3	IBA	TF	0140110	transcription regulator activity
Ikzf4	IBA	TF	0140110	transcription regulator activity
Ikzf5	IBA	TF	0140110	transcription regulator activity
Ikzf5	ISO	TF	0140110	transcription regulator activity
Ing4	ISO	TF	0140110	transcription regulator activity
Insm1	ISO	TF	0140110	transcription regulator activity
Insm1	IBA	TF	0140110	transcription regulator activity
Insm2	IEA	TF	0140110	transcription regulator activity
Insm2	IBA	TF	0140110	transcription regulator activity
Insm2	ISS	TF	0140110	transcription regulator activity
Irf1	ISO	TF	0140110	transcription regulator activity
Irf1	IDA	TF	0140110	transcription regulator activity
Irf1	IBA	TF	0140110	transcription regulator activity
Irf1	IMP	TF	0140110	transcription regulator activity
Irf2	ISO	TF	0140110	transcription regulator activity
Irf2	IBA	TF	0140110	transcription regulator activity
Irf2bp1	IBA	TF	0140110	transcription regulator activity
Irf2bp1	ISO	TF	0140110	transcription regulator activity
Irf2bp2	IBA	TF	0140110	transcription regulator activity
Irf2bp2	ISO	TF	0140110	transcription regulator activity
Irf2bpl	IBA	TF	0140110	transcription regulator activity
Irf3	ISO	TF	0140110	transcription regulator activity
Irf3	IEA	TF	0140110	transcription regulator activity
Irf3	IBA	TF	0140110	transcription regulator activity
Irf3	IMP	TF	0140110	transcription regulator activity
Irf4	ISO	TF	0140110	transcription regulator activity
Irf4	IDA	TF	0140110	transcription regulator activity
Irf4	IBA	TF	0140110	transcription regulator activity
Irf5	ISO	TF	0140110	transcription regulator activity
Irf5	IEA	TF	0140110	transcription regulator activity
Irf5	IBA	TF	0140110	transcription regulator activity
Irf5	IDA	TF	0140110	transcription regulator activity
Irf6	IMP	TF	0140110	transcription regulator activity
Irf6	IDA	TF	0140110	transcription regulator activity
Irf6	IBA	TF	0140110	transcription regulator activity
Irf7	IEA	TF	0140110	transcription regulator activity
Irf7	IBA	TF	0140110	transcription regulator activity
Irf7	IDA	TF	0140110	transcription regulator activity
Irf7	IMP	TF	0140110	transcription regulator activity
Irf7	ISO	TF	0140110	transcription regulator activity
Irf8	TAS	TF	0140110	transcription regulator activity
Irf8	IBA	TF	0140110	transcription regulator activity
Irf8	ISO	TF	0140110	transcription regulator activity
Irf9	IEA	TF	0140110	transcription regulator activity
Irf9	IBA	TF	0140110	transcription regulator activity
Irx1	IBA	TF	0140110	transcription regulator activity
Irx1	ISO	TF	0140110	transcription regulator activity
Irx2	IBA	TF	0140110	transcription regulator activity
Irx2	ISO	TF	0140110	transcription regulator activity
Irx3	IDA	TF	0140110	transcription regulator activity
Irx3	IBA	TF	0140110	transcription regulator activity
Irx4	IBA	TF	0140110	transcription regulator activity
Irx5	IBA	TF	0140110	transcription regulator activity
Irx6	IBA	TF	0140110	transcription regulator activity
Irx6	IDA	TF	0140110	transcription regulator activity
