gene_name	Evidence	Type	GO_term_ID	GO_term
Ctcf	IDA	Chromatin_organization	0006325	chromatin organization
Ctcf	IMP	Chromatin_organization	0006325	chromatin organization
Ctcfl	IEA	Chromatin_organization	0006325	chromatin organization
Ctcfl	IBA	Chromatin_organization	0006325	chromatin organization
Ctcfl	IDA	Chromatin_organization	0006325	chromatin organization
Ctr9	IMP	Chromatin_organization	0006325	chromatin organization
Dapk3	IEA	Chromatin_organization	0006325	chromatin organization
Daxx	IEA	Chromatin_organization	0006325	chromatin organization
Daxx	ISO	Chromatin_organization	0006325	chromatin organization
Daxx	IBA	Chromatin_organization	0006325	chromatin organization
Daxx	IMP	Chromatin_organization	0006325	chromatin organization
Dcaf1	IEA	Chromatin_organization	0006325	chromatin organization
Ddx21	IC	Chromatin_organization	0006325	chromatin organization
Ddx21	ISO	Chromatin_organization	0006325	chromatin organization
Ddx23	ISO	Chromatin_organization	0006325	chromatin organization
Dek	IEA	Chromatin_organization	0006325	chromatin organization
Dek	IC	Chromatin_organization	0006325	chromatin organization
Dicer1	IMP	Chromatin_organization	0006325	chromatin organization
Dmap1	IEA	Chromatin_organization	0006325	chromatin organization
Dnajc2	IEA	Chromatin_organization	0006325	chromatin organization
Dnajc9	ISO	Chromatin_organization	0006325	chromatin organization
Dnmt1	IEA	Chromatin_organization	0006325	chromatin organization
Dnmt1	IDA	Chromatin_organization	0006325	chromatin organization
Dnmt1	ISO	Chromatin_organization	0006325	chromatin organization
Dnmt3a	IEA	Chromatin_organization	0006325	chromatin organization
Dnmt3a	IDA	Chromatin_organization	0006325	chromatin organization
Dnmt3a	IGI	Chromatin_organization	0006325	chromatin organization
Dnmt3a	IMP	Chromatin_organization	0006325	chromatin organization
Dnmt3b	IGI	Chromatin_organization	0006325	chromatin organization
Dnmt3b	IMP	Chromatin_organization	0006325	chromatin organization
Dnmt3l	IMP	Chromatin_organization	0006325	chromatin organization
Dpf1	IC	Chromatin_organization	0006325	chromatin organization
Dpf2	IEA	Chromatin_organization	0006325	chromatin organization
Dpf2	IC	Chromatin_organization	0006325	chromatin organization
Dpf3	IEA	Chromatin_organization	0006325	chromatin organization
Dpf3	IC	Chromatin_organization	0006325	chromatin organization
Dppa3	IEA	Chromatin_organization	0006325	chromatin organization
Dppa3	IBA	Chromatin_organization	0006325	chromatin organization
Dppa3	IMP	Chromatin_organization	0006325	chromatin organization
Dpy30	IEA	Chromatin_organization	0006325	chromatin organization
Dr1	IBA	Chromatin_organization	0006325	chromatin organization
Dtx3l	IEA	Chromatin_organization	0006325	chromatin organization
Dyrk1a	ISO	Chromatin_organization	0006325	chromatin organization
Eed	IEA	Chromatin_organization	0006325	chromatin organization
Eed	IDA	Chromatin_organization	0006325	chromatin organization
Eed	IMP	Chromatin_organization	0006325	chromatin organization
Ehmt1	ISO	Chromatin_organization	0006325	chromatin organization
Ehmt1	IDA	Chromatin_organization	0006325	chromatin organization
Ehmt2	IEA	Chromatin_organization	0006325	chromatin organization
Eif1	IMP	Chromatin_organization	0006325	chromatin organization
Emsy	IEA	Chromatin_organization	0006325	chromatin organization
Eny2	IEA	Chromatin_organization	0006325	chromatin organization
Eomes	IMP	Chromatin_organization	0006325	chromatin organization
Ep300	ISO	Chromatin_organization	0006325	chromatin organization
Ep400	IEA	Chromatin_organization	0006325	chromatin organization
Epc1	IEA	Chromatin_organization	0006325	chromatin organization
Epc1	ISO	Chromatin_organization	0006325	chromatin organization
Epc1	IC	Chromatin_organization	0006325	chromatin organization
Epc2	IEA	Chromatin_organization	0006325	chromatin organization
Epop	IEA	Chromatin_organization	0006325	chromatin organization
Ercc6	IC	Chromatin_organization	0006325	chromatin organization
Exosc10	IMP	Chromatin_organization	0006325	chromatin organization
Eya1	IEA	Chromatin_organization	0006325	chromatin organization
Eya2	IEA	Chromatin_organization	0006325	chromatin organization
Eya3	IEA	Chromatin_organization	0006325	chromatin organization
Eya4	IEA	Chromatin_organization	0006325	chromatin organization
Ezh1	IEA	Chromatin_organization	0006325	chromatin organization
Ezh1	IDA	Chromatin_organization	0006325	chromatin organization
Ezh1	IBA	Chromatin_organization	0006325	chromatin organization
Ezh1	IGI	Chromatin_organization	0006325	chromatin organization
Ezh2	IEA	Chromatin_organization	0006325	chromatin organization
Ezh2	IDA	Chromatin_organization	0006325	chromatin organization
Ezh2	IBA	Chromatin_organization	0006325	chromatin organization
Ezh2	ISO	Chromatin_organization	0006325	chromatin organization
Fam47c	IBA	Chromatin_organization	0006325	chromatin organization
Fam47e	IBA	Chromatin_organization	0006325	chromatin organization
Fam50a	IBA	Chromatin_organization	0006325	chromatin organization
Fam50b	IBA	Chromatin_organization	0006325	chromatin organization
Fam172a	IBA	Chromatin_organization	0006325	chromatin organization
Flicr	IMP	Chromatin_organization	0006325	chromatin organization
Foxa1	IEA	Chromatin_organization	0006325	chromatin organization
Foxa1	IDA	Chromatin_organization	0006325	chromatin organization
Foxa2	IEA	Chromatin_organization	0006325	chromatin organization
Foxa3	IEA	Chromatin_organization	0006325	chromatin organization
Fshr	IMP	Chromatin_organization	0006325	chromatin organization
Ftx	IMP	Chromatin_organization	0006325	chromatin organization
Gata3	IDA	Chromatin_organization	0006325	chromatin organization
Gata3	IMP	Chromatin_organization	0006325	chromatin organization
Gatad1	IBA	Chromatin_organization	0006325	chromatin organization
Gatad1	ISO	Chromatin_organization	0006325	chromatin organization
Gatad2a	ISO	Chromatin_organization	0006325	chromatin organization
Gatad2b	ISO	Chromatin_organization	0006325	chromatin organization
Glmn	ISO	Chromatin_organization	0006325	chromatin organization
Gm20379	IBA	Chromatin_organization	0006325	chromatin organization
Gnas	IMP	Chromatin_organization	0006325	chromatin organization
Gnasas1	IMP	Chromatin_organization	0006325	chromatin organization
Gpx1	ISO	Chromatin_organization	0006325	chromatin organization
Gpx4	IDA	Chromatin_organization	0006325	chromatin organization
Grwd1	ISO	Chromatin_organization	0006325	chromatin organization
Gsk3a	IMP	Chromatin_organization	0006325	chromatin organization
Gsk3b	IMP	Chromatin_organization	0006325	chromatin organization
H1f0	ISO	Chromatin_organization	0006325	chromatin organization
H1f0	IEA	Chromatin_organization	0006325	chromatin organization
H1f1	IEA	Chromatin_organization	0006325	chromatin organization
H1f2	IMP	Chromatin_organization	0006325	chromatin organization
H1f2	IEA	Chromatin_organization	0006325	chromatin organization
H1f3	IMP	Chromatin_organization	0006325	chromatin organization
H1f3	IEA	Chromatin_organization	0006325	chromatin organization
H1f4	IMP	Chromatin_organization	0006325	chromatin organization
H1f4	IEA	Chromatin_organization	0006325	chromatin organization
H1f5	ISO	Chromatin_organization	0006325	chromatin organization
H1f5	IEA	Chromatin_organization	0006325	chromatin organization
H1f6	IEA	Chromatin_organization	0006325	chromatin organization
H1f7	IMP	Chromatin_organization	0006325	chromatin organization
H1f8	IMP	Chromatin_organization	0006325	chromatin organization
H1f8	ISA	Chromatin_organization	0006325	chromatin organization
H1f9	IEA	Chromatin_organization	0006325	chromatin organization
H1f9	ISO	Chromatin_organization	0006325	chromatin organization
H2ac1	IDA	Chromatin_organization	0006325	chromatin organization
H2ac25	ISO	Chromatin_organization	0006325	chromatin organization
H2al2a	IDA	Chromatin_organization	0006325	chromatin organization
H2bc1	IDA	Chromatin_organization	0006325	chromatin organization
H2bc1	IBA	Chromatin_organization	0006325	chromatin organization
H2bc1	IMP	Chromatin_organization	0006325	chromatin organization
H2bc1	ISO	Chromatin_organization	0006325	chromatin organization
H2bc3	IBA	Chromatin_organization	0006325	chromatin organization
H2bc4	IBA	Chromatin_organization	0006325	chromatin organization
H2bc7	IBA	Chromatin_organization	0006325	chromatin organization
H2bc9	IBA	Chromatin_organization	0006325	chromatin organization
H2bc12	IBA	Chromatin_organization	0006325	chromatin organization
H2bc14	IBA	Chromatin_organization	0006325	chromatin organization
H2bc18	IBA	Chromatin_organization	0006325	chromatin organization
H2bc21	IBA	Chromatin_organization	0006325	chromatin organization
H2bc22	IBA	Chromatin_organization	0006325	chromatin organization
H2bc27	IBA	Chromatin_organization	0006325	chromatin organization
H2bl1	IBA	Chromatin_organization	0006325	chromatin organization
H2bw2	IBA	Chromatin_organization	0006325	chromatin organization
H3c2	ISO	Chromatin_organization	0006325	chromatin organization
H3c3	ISO	Chromatin_organization	0006325	chromatin organization
H3c4	ISO	Chromatin_organization	0006325	chromatin organization
H3c6	ISO	Chromatin_organization	0006325	chromatin organization
H3c7	ISO	Chromatin_organization	0006325	chromatin organization
H3c13	ISO	Chromatin_organization	0006325	chromatin organization
H3c14	ISO	Chromatin_organization	0006325	chromatin organization
H3c15	ISO	Chromatin_organization	0006325	chromatin organization
H3f3a	IGI	Chromatin_organization	0006325	chromatin organization
H3f3b	IGI	Chromatin_organization	0006325	chromatin organization
H3f3c	ISO	Chromatin_organization	0006325	chromatin organization
H4c14	IBA	Chromatin_organization	0006325	chromatin organization
H19	IMP	Chromatin_organization	0006325	chromatin organization
Haspin	IEA	Chromatin_organization	0006325	chromatin organization
Hat1	IEA	Chromatin_organization	0006325	chromatin organization
Hat1	ISO	Chromatin_organization	0006325	chromatin organization
Hcfc1	IEA	Chromatin_organization	0006325	chromatin organization
Hcfc1	IBA	Chromatin_organization	0006325	chromatin organization
Hcfc1	IDA	Chromatin_organization	0006325	chromatin organization
Hcfc2	IBA	Chromatin_organization	0006325	chromatin organization
Hdac1	TAS	Chromatin_organization	0006325	chromatin organization
Hdac1	ISO	Chromatin_organization	0006325	chromatin organization
Hdac2	TAS	Chromatin_organization	0006325	chromatin organization
Hdac2	ISO	Chromatin_organization	0006325	chromatin organization
Hdac3	TAS	Chromatin_organization	0006325	chromatin organization
Hdac4	IEA	Chromatin_organization	0006325	chromatin organization
Hdac4	ISO	Chromatin_organization	0006325	chromatin organization
Hdac5	TAS	Chromatin_organization	0006325	chromatin organization
Hdac5	ISO	Chromatin_organization	0006325	chromatin organization
Hdac6	IEA	Chromatin_organization	0006325	chromatin organization
Hdac6	ISO	Chromatin_organization	0006325	chromatin organization
Hdac7	TAS	Chromatin_organization	0006325	chromatin organization
Hdac8	TAS	Chromatin_organization	0006325	chromatin organization
Hdac9	TAS	Chromatin_organization	0006325	chromatin organization
Hdac11	TAS	Chromatin_organization	0006325	chromatin organization
Hells	IBA	Chromatin_organization	0006325	chromatin organization
Hells	IMP	Chromatin_organization	0006325	chromatin organization
Hira	IBA	Chromatin_organization	0006325	chromatin organization
Hira	ISO	Chromatin_organization	0006325	chromatin organization
Hjurp	IBA	Chromatin_organization	0006325	chromatin organization
Hjurp	ISO	Chromatin_organization	0006325	chromatin organization
Hltf	IEA	Chromatin_organization	0006325	chromatin organization
Hmg20a	IEA	Chromatin_organization	0006325	chromatin organization
Hmg20b	NAS	Chromatin_organization	0006325	chromatin organization
Hmg20b	TAS	Chromatin_organization	0006325	chromatin organization
Hmga2	ISO	Chromatin_organization	0006325	chromatin organization
Hmgb1	IDA	Chromatin_organization	0006325	chromatin organization
Hmgb1	ISO	Chromatin_organization	0006325	chromatin organization
Hmgn1	IBA	Chromatin_organization	0006325	chromatin organization
Hmgn1	IMP	Chromatin_organization	0006325	chromatin organization
Hmgn2	IBA	Chromatin_organization	0006325	chromatin organization
Hmgn3	IBA	Chromatin_organization	0006325	chromatin organization
Hmgn5	IMP	Chromatin_organization	0006325	chromatin organization
Hnf1a	IMP	Chromatin_organization	0006325	chromatin organization
Hnrnpu	IEA	Chromatin_organization	0006325	chromatin organization
Hnrnpu	IMP	Chromatin_organization	0006325	chromatin organization
Hnrnpu	IBA	Chromatin_organization	0006325	chromatin organization
Hnrnpu	ISO	Chromatin_organization	0006325	chromatin organization
Hotair	IMP	Chromatin_organization	0006325	chromatin organization
Hp1bp3	IBA	Chromatin_organization	0006325	chromatin organization
Hp1bp3	ISO	Chromatin_organization	0006325	chromatin organization
Hp1bp3	IEA	Chromatin_organization	0006325	chromatin organization
Hymai	IMP	Chromatin_organization	0006325	chromatin organization
Ifi203	ISO	Chromatin_organization	0006325	chromatin organization
Ifi204	ISO	Chromatin_organization	0006325	chromatin organization
Ifi205	ISO	Chromatin_organization	0006325	chromatin organization
Ifi206	ISO	Chromatin_organization	0006325	chromatin organization
Ifi207	ISO	Chromatin_organization	0006325	chromatin organization
Ifi208	ISO	Chromatin_organization	0006325	chromatin organization
Ifi209	ISO	Chromatin_organization	0006325	chromatin organization
Ifi211	ISO	Chromatin_organization	0006325	chromatin organization
Ifi213	ISO	Chromatin_organization	0006325	chromatin organization
Ifi214	ISO	Chromatin_organization	0006325	chromatin organization
Ikzf1	IEA	Chromatin_organization	0006325	chromatin organization
Ing2	IEA	Chromatin_organization	0006325	chromatin organization
Ing3	IEA	Chromatin_organization	0006325	chromatin organization
Ing3	IC	Chromatin_organization	0006325	chromatin organization
Ing4	IEA	Chromatin_organization	0006325	chromatin organization
Ing5	IEA	Chromatin_organization	0006325	chromatin organization
Ino80	ISO	Chromatin_organization	0006325	chromatin organization
Ino80b	ISO	Chromatin_organization	0006325	chromatin organization
Ino80c	IBA	Chromatin_organization	0006325	chromatin organization
Ino80c	ISO	Chromatin_organization	0006325	chromatin organization
Ino80d	ISO	Chromatin_organization	0006325	chromatin organization
Ino80e	ISO	Chromatin_organization	0006325	chromatin organization
Itgb3bp	IEA	Chromatin_organization	0006325	chromatin organization
Jak2	IEA	Chromatin_organization	0006325	chromatin organization
Jarid2	IEA	Chromatin_organization	0006325	chromatin organization
Jarid2	IBA	Chromatin_organization	0006325	chromatin organization
Jarid2	IMP	Chromatin_organization	0006325	chromatin organization
Jarid2	IDA	Chromatin_organization	0006325	chromatin organization
Jmjd1c	IEA	Chromatin_organization	0006325	chromatin organization
Jmjd6	IEA	Chromatin_organization	0006325	chromatin organization
Jpx	IMP	Chromatin_organization	0006325	chromatin organization
Kansl1	IEA	Chromatin_organization	0006325	chromatin organization
Kansl1	IDA	Chromatin_organization	0006325	chromatin organization
Kansl2	IEA	Chromatin_organization	0006325	chromatin organization
Kansl2	IDA	Chromatin_organization	0006325	chromatin organization
Kansl3	IEA	Chromatin_organization	0006325	chromatin organization
Kansl3	IDA	Chromatin_organization	0006325	chromatin organization
Kat2a	IBA	Chromatin_organization	0006325	chromatin organization
Kat2b	IBA	Chromatin_organization	0006325	chromatin organization
Kat2b	ISO	Chromatin_organization	0006325	chromatin organization
Kat5	IEA	Chromatin_organization	0006325	chromatin organization
Kat5	IC	Chromatin_organization	0006325	chromatin organization
Kat5	IMP	Chromatin_organization	0006325	chromatin organization
Kat6a	IEA	Chromatin_organization	0006325	chromatin organization
Kat6b	IEA	Chromatin_organization	0006325	chromatin organization
Kat7	IEA	Chromatin_organization	0006325	chromatin organization
Kat7	ISO	Chromatin_organization	0006325	chromatin organization
Kat8	IEA	Chromatin_organization	0006325	chromatin organization
Kat8	IDA	Chromatin_organization	0006325	chromatin organization
Kcnq1	IMP	Chromatin_organization	0006325	chromatin organization
Kcnq1ot1	IDA	Chromatin_organization	0006325	chromatin organization
Kcnq1ot1	IMP	Chromatin_organization	0006325	chromatin organization
Kdm1a	IEA	Chromatin_organization	0006325	chromatin organization
Kdm1a	IDA	Chromatin_organization	0006325	chromatin organization
Kdm1a	ISO	Chromatin_organization	0006325	chromatin organization
Kdm1b	IEA	Chromatin_organization	0006325	chromatin organization
Kdm1b	IMP	Chromatin_organization	0006325	chromatin organization
Kdm2a	IEA	Chromatin_organization	0006325	chromatin organization
Kdm2b	IEA	Chromatin_organization	0006325	chromatin organization
Kdm3a	IEA	Chromatin_organization	0006325	chromatin organization
Kdm3b	IEA	Chromatin_organization	0006325	chromatin organization
Kdm4a	IEA	Chromatin_organization	0006325	chromatin organization
Kdm4a	IBA	Chromatin_organization	0006325	chromatin organization
Kdm4b	IEA	Chromatin_organization	0006325	chromatin organization
Kdm4b	IBA	Chromatin_organization	0006325	chromatin organization
Kdm4c	IEA	Chromatin_organization	0006325	chromatin organization
Kdm4c	IBA	Chromatin_organization	0006325	chromatin organization
Kdm4d	IEA	Chromatin_organization	0006325	chromatin organization
Kdm4d	IBA	Chromatin_organization	0006325	chromatin organization
Kdm5a	IEA	Chromatin_organization	0006325	chromatin organization
Kdm5a	IBA	Chromatin_organization	0006325	chromatin organization
Kdm5a	IDA	Chromatin_organization	0006325	chromatin organization
Kdm5b	IEA	Chromatin_organization	0006325	chromatin organization
Kdm5b	IBA	Chromatin_organization	0006325	chromatin organization
Kdm5c	IEA	Chromatin_organization	0006325	chromatin organization
Kdm5c	IBA	Chromatin_organization	0006325	chromatin organization
Kdm5d	IEA	Chromatin_organization	0006325	chromatin organization
Kdm5d	IBA	Chromatin_organization	0006325	chromatin organization
Kdm6a	IEA	Chromatin_organization	0006325	chromatin organization
Kdm6a	IMP	Chromatin_organization	0006325	chromatin organization
Kdm6b	IEA	Chromatin_organization	0006325	chromatin organization
Kdm6b	IMP	Chromatin_organization	0006325	chromatin organization
Kdm7a	IEA	Chromatin_organization	0006325	chromatin organization
Kdm8	IEA	Chromatin_organization	0006325	chromatin organization
Klf1	IDA	Chromatin_organization	0006325	chromatin organization
Klf2	IGI	Chromatin_organization	0006325	chromatin organization
Kmt2a	IEA	Chromatin_organization	0006325	chromatin organization
Kmt2b	IEA	Chromatin_organization	0006325	chromatin organization
Kmt2b	IMP	Chromatin_organization	0006325	chromatin organization
Kmt2c	IEA	Chromatin_organization	0006325	chromatin organization
Kmt2d	IEA	Chromatin_organization	0006325	chromatin organization
Kmt2d	IMP	Chromatin_organization	0006325	chromatin organization
Kmt2e	IEA	Chromatin_organization	0006325	chromatin organization
Kmt5a	IEA	Chromatin_organization	0006325	chromatin organization
Kmt5b	IEA	Chromatin_organization	0006325	chromatin organization
Kmt5c	IEA	Chromatin_organization	0006325	chromatin organization
L3mbtl1	ISO	Chromatin_organization	0006325	chromatin organization
L3mbtl1	NAS	Chromatin_organization	0006325	chromatin organization
L3mbtl2	IEA	Chromatin_organization	0006325	chromatin organization
L3mbtl3	IEA	Chromatin_organization	0006325	chromatin organization
L3mbtl3	ISO	Chromatin_organization	0006325	chromatin organization
L3mbtl4	IEA	Chromatin_organization	0006325	chromatin organization
Lamc1	IMP	Chromatin_organization	0006325	chromatin organization
Lhx2	IMP	Chromatin_organization	0006325	chromatin organization
Lin54	ISO	Chromatin_organization	0006325	chromatin organization
Lmna	IBA	Chromatin_organization	0006325	chromatin organization
Lmnb1	IBA	Chromatin_organization	0006325	chromatin organization
Lmnb2	IBA	Chromatin_organization	0006325	chromatin organization
Lmntd2	IBA	Chromatin_organization	0006325	chromatin organization
Loxl2	IEA	Chromatin_organization	0006325	chromatin organization
Loxl2	ISO	Chromatin_organization	0006325	chromatin organization
Lrif1	ISO	Chromatin_organization	0006325	chromatin organization
Lrwd1	IBA	Chromatin_organization	0006325	chromatin organization
Lrwd1	ISO	Chromatin_organization	0006325	chromatin organization
Lsm11	ISO	Chromatin_organization	0006325	chromatin organization
M1ap	NAS	Chromatin_organization	0006325	chromatin organization
Macroh2a1	IEA	Chromatin_organization	0006325	chromatin organization
Macroh2a1	ISO	Chromatin_organization	0006325	chromatin organization
Macroh2a2	IEA	Chromatin_organization	0006325	chromatin organization
Macroh2a2	ISO	Chromatin_organization	0006325	chromatin organization
Mbd2	ISO	Chromatin_organization	0006325	chromatin organization
Mbd3	ISO	Chromatin_organization	0006325	chromatin organization
Mbd3	IDA	Chromatin_organization	0006325	chromatin organization
Mbtd1	IEA	Chromatin_organization	0006325	chromatin organization
Mcm2	IDA	Chromatin_organization	0006325	chromatin organization
Mcm3ap	ISO	Chromatin_organization	0006325	chromatin organization
Mcrs1	IEA	Chromatin_organization	0006325	chromatin organization
Mcrs1	ISO	Chromatin_organization	0006325	chromatin organization
Mcrs1	IDA	Chromatin_organization	0006325	chromatin organization
Meaf6	IEA	Chromatin_organization	0006325	chromatin organization
Mecom	IMP	Chromatin_organization	0006325	chromatin organization
Mecp2	IMP	Chromatin_organization	0006325	chromatin organization
Mecp2	ISO	Chromatin_organization	0006325	chromatin organization
Meg3	IDA	Chromatin_organization	0006325	chromatin organization
Meg3	IMP	Chromatin_organization	0006325	chromatin organization
Men1	IEA	Chromatin_organization	0006325	chromatin organization
Men1	IGI	Chromatin_organization	0006325	chromatin organization
Men1	IMP	Chromatin_organization	0006325	chromatin organization
Mettl3	ISO	Chromatin_organization	0006325	chromatin organization
Mettl4	IEA	Chromatin_organization	0006325	chromatin organization
Mettl4	IDA	Chromatin_organization	0006325	chromatin organization
Mettl23	IEA	Chromatin_organization	0006325	chromatin organization
Mexis	IMP	Chromatin_organization	0006325	chromatin organization
Mhrt	IDA	Chromatin_organization	0006325	chromatin organization
Mier1	ISO	Chromatin_organization	0006325	chromatin organization
Mir127	IDA	Chromatin_organization	0006325	chromatin organization
Mir127	IMP	Chromatin_organization	0006325	chromatin organization
Mir136	IDA	Chromatin_organization	0006325	chromatin organization
Mir744	IDA	Chromatin_organization	0006325	chromatin organization
Mis18a	IBA	Chromatin_organization	0006325	chromatin organization
Mis18a	IMP	Chromatin_organization	0006325	chromatin organization
Mki67	IMP	Chromatin_organization	0006325	chromatin organization
Mllt1	IBA	Chromatin_organization	0006325	chromatin organization
Mllt3	IBA	Chromatin_organization	0006325	chromatin organization
Mllt3	ISO	Chromatin_organization	0006325	chromatin organization
Mms22l	IEA	Chromatin_organization	0006325	chromatin organization
Mndal	ISO	Chromatin_organization	0006325	chromatin organization
Morc1	IMP	Chromatin_organization	0006325	chromatin organization
Morc2a	ISO	Chromatin_organization	0006325	chromatin organization
Morc2a	IMP	Chromatin_organization	0006325	chromatin organization
Morc2b	ISO	Chromatin_organization	0006325	chromatin organization
Morf4l1	IEA	Chromatin_organization	0006325	chromatin organization
Morf4l1	TAS	Chromatin_organization	0006325	chromatin organization
Morf4l2	IEA	Chromatin_organization	0006325	chromatin organization
Mos	IMP	Chromatin_organization	0006325	chromatin organization
Mphosph8	ISO	Chromatin_organization	0006325	chromatin organization
Mpnd	IBA	Chromatin_organization	0006325	chromatin organization
Mrgbp	IEA	Chromatin_organization	0006325	chromatin organization
Msl1	IEA	Chromatin_organization	0006325	chromatin organization
Msl1	IDA	Chromatin_organization	0006325	chromatin organization
Msl2	IDA	Chromatin_organization	0006325	chromatin organization
Msl3	IEA	Chromatin_organization	0006325	chromatin organization
Msl3	IDA	Chromatin_organization	0006325	chromatin organization
Mta1	ISO	Chromatin_organization	0006325	chromatin organization
Mta2	ISO	Chromatin_organization	0006325	chromatin organization
Mta2	TAS	Chromatin_organization	0006325	chromatin organization
Mta3	ISO	Chromatin_organization	0006325	chromatin organization
Mtf2	IBA	Chromatin_organization	0006325	chromatin organization
Mthfr	ISO	Chromatin_organization	0006325	chromatin organization
Myb	ISO	Chromatin_organization	0006325	chromatin organization
Mybbp1a	IC	Chromatin_organization	0006325	chromatin organization
Myc	ISO	Chromatin_organization	0006325	chromatin organization
Myo1c	IC	Chromatin_organization	0006325	chromatin organization
Mysm1	IEA	Chromatin_organization	0006325	chromatin organization
Mysm1	IBA	Chromatin_organization	0006325	chromatin organization
Mysm1	ISO	Chromatin_organization	0006325	chromatin organization
N6amt1	IEA	Chromatin_organization	0006325	chromatin organization
Naa60	IEA	Chromatin_organization	0006325	chromatin organization
Naa60	ISO	Chromatin_organization	0006325	chromatin organization
Nap1l1	IBA	Chromatin_organization	0006325	chromatin organization
Nap1l2	IBA	Chromatin_organization	0006325	chromatin organization
Nap1l3	IBA	Chromatin_organization	0006325	chromatin organization
Nap1l4	IBA	Chromatin_organization	0006325	chromatin organization
Nap1l4	IDA	Chromatin_organization	0006325	chromatin organization
Nap1l4	ISO	Chromatin_organization	0006325	chromatin organization
Nap1l5	IEA	Chromatin_organization	0006325	chromatin organization
Nasp	IBA	Chromatin_organization	0006325	chromatin organization
Nasp	IDA	Chromatin_organization	0006325	chromatin organization
Nasp	ISO	Chromatin_organization	0006325	chromatin organization
Ncor1	IEA	Chromatin_organization	0006325	chromatin organization
Ndn	IMP	Chromatin_organization	0006325	chromatin organization
Nfat5	ISO	Chromatin_organization	0006325	chromatin organization
Nfrkb	ISO	Chromatin_organization	0006325	chromatin organization
Noc2l	ISO	Chromatin_organization	0006325	chromatin organization
Npm1	IBA	Chromatin_organization	0006325	chromatin organization
Npm1	ISO	Chromatin_organization	0006325	chromatin organization
Npm2	IEA	Chromatin_organization	0006325	chromatin organization
Npm2	IBA	Chromatin_organization	0006325	chromatin organization
Npm2	IMP	Chromatin_organization	0006325	chromatin organization
Npm2	ISO	Chromatin_organization	0006325	chromatin organization
Npm3	IBA	Chromatin_organization	0006325	chromatin organization
Nr3c1	IEA	Chromatin_organization	0006325	chromatin organization
Nr3c1	ISO	Chromatin_organization	0006325	chromatin organization
Nsd1	IEA	Chromatin_organization	0006325	chromatin organization
Nsd2	IEA	Chromatin_organization	0006325	chromatin organization
Nsd3	IEA	Chromatin_organization	0006325	chromatin organization
Nucks1	IMP	Chromatin_organization	0006325	chromatin organization
Nudt5	ISO	Chromatin_organization	0006325	chromatin organization
Ogt	IEA	Chromatin_organization	0006325	chromatin organization
Ogt	IDA	Chromatin_organization	0006325	chromatin organization
Oip5	IBA	Chromatin_organization	0006325	chromatin organization
Pabpc1l	IDA	Chromatin_organization	0006325	chromatin organization
Pabpc1l	IMP	Chromatin_organization	0006325	chromatin organization
Padi2	ISO	Chromatin_organization	0006325	chromatin organization
Padi4	IMP	Chromatin_organization	0006325	chromatin organization
Pak1	ISO	Chromatin_organization	0006325	chromatin organization
Parp10	ISO	Chromatin_organization	0006325	chromatin organization
Pax6	IMP	Chromatin_organization	0006325	chromatin organization
Pax7	IMP	Chromatin_organization	0006325	chromatin organization
Pbrm1	IEA	Chromatin_organization	0006325	chromatin organization
Pbrm1	IC	Chromatin_organization	0006325	chromatin organization
Pcgf3	IMP	Chromatin_organization	0006325	chromatin organization
Pcgf5	IBA	Chromatin_organization	0006325	chromatin organization
Pcgf5	IMP	Chromatin_organization	0006325	chromatin organization
Phf1	IBA	Chromatin_organization	0006325	chromatin organization
Phf2	IEA	Chromatin_organization	0006325	chromatin organization
Phf2	ISO	Chromatin_organization	0006325	chromatin organization
Phf2	IMP	Chromatin_organization	0006325	chromatin organization
Phf8	IEA	Chromatin_organization	0006325	chromatin organization
Phf8	ISO	Chromatin_organization	0006325	chromatin organization
Phf10	IC	Chromatin_organization	0006325	chromatin organization
Phf13	IEA	Chromatin_organization	0006325	chromatin organization
Phf19	IBA	Chromatin_organization	0006325	chromatin organization
Phf20	IEA	Chromatin_organization	0006325	chromatin organization
Phf20	IDA	Chromatin_organization	0006325	chromatin organization
Phf21a	IEA	Chromatin_organization	0006325	chromatin organization
Pih1d1	ISO	Chromatin_organization	0006325	chromatin organization
Pik3ca	IDA	Chromatin_organization	0006325	chromatin organization
Piwil1	IMP	Chromatin_organization	0006325	chromatin organization
Pkn1	IEA	Chromatin_organization	0006325	chromatin organization
Pole3	ISO	Chromatin_organization	0006325	chromatin organization
Pole3	IBA	Chromatin_organization	0006325	chromatin organization
Pphln1	IBA	Chromatin_organization	0006325	chromatin organization
Pphln1	ISO	Chromatin_organization	0006325	chromatin organization
Ppm1d	IDA	Chromatin_organization	0006325	chromatin organization
Ppm1d	IBA	Chromatin_organization	0006325	chromatin organization
Ppm1d	ISO	Chromatin_organization	0006325	chromatin organization
Prdm5	IEA	Chromatin_organization	0006325	chromatin organization
Prdm6	IEA	Chromatin_organization	0006325	chromatin organization
Prdm9	IEA	Chromatin_organization	0006325	chromatin organization
Prdm14	IGI	Chromatin_organization	0006325	chromatin organization
Prdm14	IMP	Chromatin_organization	0006325	chromatin organization
Prdm16	IMP	Chromatin_organization	0006325	chromatin organization
Primpol	ISO	Chromatin_organization	0006325	chromatin organization
Prkaa1	IEA	Chromatin_organization	0006325	chromatin organization
