/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF042HDP,7734,22734
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF048RAV,7487,22487
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF551IKY,7641,22641
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF797DBY,9632,24632
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF837DVA,3799,18799
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF961FHF,4752,19752
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF971OPH,2895,17895
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF979WXE,1114,16114
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF221WGK,6726,21726
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF394IGL,5642,20642
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF492ORZ,5257,20257
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF453JNI,5860,20860
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF910YZU,6967,21967
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF955YJV,4962,19962
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF926IRN,4073,19073
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF620QGJ,5717,20717
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF165THM,18410,33410
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF972ILZ,17981,32981
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF475GUS,13213,28213
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF384DMT,16719,31719
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF853YBZ,7360,22360
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF187TWY,9597,24597
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF700OPG,7026,22026
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF143FKO,10657,25657
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF225JAP,13717,28717
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF878SIN,10864,25864
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF936DLK,10797,25797
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF541XGA,11728,26728
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF305KOJ,9077,24077
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF396UPV,9064,24064
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF895SZY,7312,22312
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF493KLP,5705,20705
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF508CLR,7892,22892
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF033JTC,7810,22810
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF497CLL,9310,24310
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF382SUT,5981,20981
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF532EFQ,3102,18102
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF571XTK,7148,22148
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF619BXW,8603,23603
/share/crsp/lab/seyedam/share/enc4_mouse/snrna/counts_10x/ENCFF489ZUW,9769,24769
